lines	Plant_height	year	loc
D2918	113.6666667	2023	Wuhan
D1059	86.24	2022	Hangzhou
D1059	84.9	2022	Hefei
D1059	77.6	2022	Wuhan
D1059	85.66666667	2023	Hangzhou
D1059	97.7	2023	Hefei
D1059	72.66666667	2023	Wuhan
D1756	77.2	2022	Hangzhou
D1756	83	2022	Hefei
D1756	87.1	2022	Wuhan
D1756	87	2023	Hangzhou
D1756	92.5	2023	Hefei
D1756	98	2023	Wuhan
D3182	125.8	2022	Hangzhou
D3182	124.1	2022	Hefei
D3182	122.3	2022	Wuhan
D3182	124.6666667	2023	Hangzhou
D3182	129.6	2023	Hefei
D3182	111.6666667	2023	Wuhan
D806	83.12	2022	Hangzhou
D806	87.5	2022	Hefei
D806	81.88	2022	Wuhan
D806	91.66666667	2023	Hangzhou
D806	95.1	2023	Hefei
D806	85	2023	Wuhan
D419	102.54	2022	Hangzhou
D419	106.6	2022	Hefei
D419	88.14	2022	Wuhan
D419	106.6666667	2023	Hangzhou
D419	113.2	2023	Hefei
D419	95.33333333	2023	Wuhan
D1970	113.8	2022	Hangzhou
D1970	120.8	2022	Hefei
D1970	119.6	2022	Wuhan
D1970	111.6666667	2023	Hangzhou
D1970	129.2	2023	Hefei
D1970	124.3333333	2023	Wuhan
D3157	78.4	2022	Hangzhou
D3157	78.4	2022	Hefei
D3157	79.4	2022	Wuhan
D3157	77	2023	Hangzhou
D3157	89.9	2023	Hefei
D3157	81	2023	Wuhan
D213	93.26	2022	Hangzhou
D213	92.4	2022	Hefei
D213	77.96	2022	Wuhan
D213	90.33333333	2023	Hangzhou
D213	89	2023	Hefei
D213	72.33333333	2023	Wuhan
D196	87.82	2022	Hangzhou
D196	90.5	2022	Hefei
D196	76.78	2022	Wuhan
D196	90.33333333	2023	Hangzhou
D196	92.1	2023	Hefei
D196	73	2023	Wuhan
D3296	112.2	2022	Hangzhou
D3296	110.6	2022	Hefei
D3296	105.8	2022	Wuhan
D3296	104	2023	Hangzhou
D3296	112	2023	Hefei
D3296	95.66666667	2023	Wuhan
D458	85.36	2022	Hangzhou
D458	86.8	2022	Hefei
D458	79.78	2022	Wuhan
D458	87.66666667	2023	Hangzhou
D458	87.8	2023	Hefei
D458	76.66666667	2023	Wuhan
D2321	128.8	2022	Hangzhou
D2321	119.6	2022	Hefei
D2321	115.4	2022	Wuhan
D2321	129.6666667	2023	Hangzhou
D2321	142	2023	Hefei
D2321	115.3333333	2023	Wuhan
D698	69.4	2022	Hangzhou
D698	84.3	2022	Hefei
D698	62.94	2022	Wuhan
D698	83.66666667	2023	Hangzhou
D698	83.2	2023	Hefei
D698	70.66666667	2023	Wuhan
D2044	131.8	2022	Hangzhou
D2044	121.6	2022	Hefei
D2044	119.8	2022	Wuhan
D2044	133.3333333	2023	Hangzhou
D2044	131.9	2023	Hefei
D2044	114.3333333	2023	Wuhan
D2546	116.9	2022	Hangzhou
D2546	116.5	2022	Hefei
D2546	124.8	2022	Wuhan
D2546	119.6666667	2023	Hangzhou
D2546	129.1	2023	Hefei
D2546	111.6666667	2023	Wuhan
D1530	80.06	2022	Hangzhou
D1530	82.2	2022	Hefei
D1530	76.76	2022	Wuhan
D1530	83	2023	Hangzhou
D1530	86.7	2023	Hefei
D1530	80	2023	Wuhan
D3543	97.8	2022	Hangzhou
D3543	91.5	2022	Hefei
D3543	82.7	2022	Wuhan
D3543	91	2023	Hangzhou
D3543	95.2	2023	Hefei
D3543	82.66666667	2023	Wuhan
D334	85.04	2022	Hangzhou
D334	88.5	2022	Hefei
D334	79.88	2022	Wuhan
D334	87.33333333	2023	Hangzhou
D334	93.5	2023	Hefei
D334	79	2023	Wuhan
D3483	101.2	2022	Hangzhou
D3483	90	2022	Hefei
D3483	88	2022	Wuhan
D3483	91.33333333	2023	Hangzhou
D3483	95.7	2023	Hefei
D3483	75	2023	Wuhan
D914	90.36	2022	Hangzhou
D914	85.4	2022	Hefei
D914	88.56	2022	Wuhan
D914	84.66666667	2023	Hangzhou
D914	86.4	2023	Hefei
D914	71.33333333	2023	Wuhan
D2318	116	2022	Hangzhou
D2318	116.7	2022	Hefei
D2318	109.4	2022	Wuhan
D2318	122.6666667	2023	Hangzhou
D2318	123.8	2023	Hefei
D2318	107.3333333	2023	Wuhan
D1964	138.3	2022	Hangzhou
D1964	137.6	2022	Hefei
D1964	110.2	2022	Wuhan
D1964	141	2023	Hangzhou
D1964	140.9	2023	Hefei
D1964	122.6666667	2023	Wuhan
D468	81.96	2022	Hangzhou
D468	89.8	2022	Hefei
D468	76.3	2022	Wuhan
D468	85	2023	Hangzhou
D468	88.7	2023	Hefei
D468	69	2023	Wuhan
D2167	89.46	2022	Hangzhou
D2167	90.3	2022	Hefei
D2167	80.5	2022	Wuhan
D2167	88.33333333	2023	Hangzhou
D2167	92.7	2023	Hefei
D2167	87	2023	Wuhan
D132	88.26	2022	Hangzhou
D132	92.2	2022	Hefei
D132	77.06	2022	Wuhan
D132	83.66666667	2023	Hangzhou
D132	94.8	2023	Hefei
D132	78.33333333	2023	Wuhan
D3435	111.6	2022	Hangzhou
D3435	115.4	2022	Hefei
D3435	111.6	2022	Wuhan
D3435	112.6666667	2023	Hangzhou
D3435	127.1	2023	Hefei
D3435	109.3333333	2023	Wuhan
D1877	78	2022	Hangzhou
D1877	99.3	2022	Hefei
D1877	88.5	2022	Wuhan
D1877	79	2023	Hangzhou
D1877	95.6	2023	Hefei
D1877	88	2023	Wuhan
D97	74.6	2022	Hangzhou
D97	78.2	2022	Hefei
D97	73.54	2022	Wuhan
D97	82.33333333	2023	Hangzhou
D97	87.1	2023	Hefei
D97	66	2023	Wuhan
D2242	114.14	2022	Hangzhou
D2242	114.8	2022	Hefei
D2242	114.8	2022	Wuhan
D2242	102.6666667	2023	Hangzhou
D2242	117.3	2023	Hefei
D2242	101	2023	Wuhan
D3462	100.4	2022	Hangzhou
D3462	96.4	2022	Hefei
D3462	86.6	2022	Wuhan
D3462	89.33333333	2023	Hangzhou
D3462	93.7	2023	Hefei
D3462	91	2023	Wuhan
D1413	86.26	2022	Hangzhou
D1413	96.8	2022	Hefei
D1413	87.62	2022	Wuhan
D1413	92.33333333	2023	Hangzhou
D1413	100.8	2023	Hefei
D1413	93.66666667	2023	Wuhan
D1330	82.1	2022	Hangzhou
D1330	81	2022	Hefei
D1330	77.36	2022	Wuhan
D1330	89	2023	Hangzhou
D1330	91.2	2023	Hefei
D1330	81.33333333	2023	Wuhan
D1315	89.02	2022	Hangzhou
D1315	85.5	2022	Hefei
D1315	81.9	2022	Wuhan
D1315	89.66666667	2023	Hangzhou
D1315	96.1	2023	Hefei
D1315	79.66666667	2023	Wuhan
D3812	102	2022	Hangzhou
D3812	102.6	2022	Hefei
D3812	107.2	2022	Wuhan
D3812	105.6666667	2023	Hangzhou
D3812	118.7	2023	Hefei
D3812	100.6666667	2023	Wuhan
D1850	91.4	2022	Hangzhou
D1850	112	2022	Hefei
D1850	90.7	2022	Wuhan
D1850	87.33333333	2023	Hangzhou
D1850	104.4	2023	Hefei
D1850	90.33333333	2023	Wuhan
D1691	82.8	2022	Hangzhou
D1691	78	2022	Hefei
D1691	77.9	2022	Wuhan
D1691	85.33333333	2023	Hangzhou
D1691	90.1	2023	Hefei
D1691	79.5	2023	Wuhan
D2266	127.6	2022	Hangzhou
D2266	122.1	2022	Hefei
D2266	121.6	2022	Wuhan
D2266	127.6666667	2023	Hangzhou
D2266	134.1	2023	Hefei
D2266	118.6666667	2023	Wuhan
D1107	78.16	2022	Hangzhou
D1107	79.6	2022	Hefei
D1107	73.1	2022	Wuhan
D1107	78.66666667	2023	Hangzhou
D1107	88.2	2023	Hefei
D1107	80.66666667	2023	Wuhan
D2843	178.8	2022	Hangzhou
D2843	165.8	2022	Hefei
D2843	151	2022	Wuhan
D2843	174	2023	Hangzhou
D2843	174.9	2023	Hefei
D2843	148.9	2023	Wuhan
D294	85	2022	Hangzhou
D294	89.3	2022	Hefei
D294	75.8	2022	Wuhan
D294	81	2023	Hangzhou
D294	88.4	2023	Hefei
D294	71.33333333	2023	Wuhan
D1328	78.36	2022	Hangzhou
D1328	79.3	2022	Hefei
D1328	75.22	2022	Wuhan
D1328	91	2023	Hangzhou
D1328	84.5	2023	Hefei
D1328	73.83333333	2023	Wuhan
D324	84.58	2022	Hangzhou
D324	83.3	2022	Hefei
D324	72.46	2022	Wuhan
D324	80.66666667	2023	Hangzhou
D324	84.6	2023	Hefei
D324	71	2023	Wuhan
D278	77.2	2022	Hangzhou
D278	81.9	2022	Hefei
D278	71.74	2022	Wuhan
D278	80	2023	Hangzhou
D278	83.3	2023	Hefei
D278	68	2023	Wuhan
D3378	118.2	2022	Hangzhou
D3378	114.3	2022	Hefei
D3378	112.6	2022	Wuhan
D3378	112	2023	Hangzhou
D3378	127.9	2023	Hefei
D3378	107.3333333	2023	Wuhan
D3578	93.6	2022	Hangzhou
D3578	92.5	2022	Hefei
D3578	84.4	2022	Wuhan
D3578	90.33333333	2023	Hangzhou
D3578	104.6	2023	Hefei
D3578	89.33333333	2023	Wuhan
D1353	71.62	2022	Hangzhou
D1353	74.5	2022	Hefei
D1353	75.9	2022	Wuhan
D1353	74.66666667	2023	Hangzhou
D1353	81.9	2023	Hefei
D1353	66.66666667	2023	Wuhan
D2914	116.84	2022	Hangzhou
D2914	113	2022	Hefei
D2914	117.4	2022	Wuhan
D2914	111.6666667	2023	Hangzhou
D2914	118	2023	Hefei
D2914	111	2023	Wuhan
D2656	112.5	2022	Hangzhou
D2656	122	2022	Hefei
D2656	117.7	2022	Wuhan
D2656	110.6666667	2023	Hangzhou
D2656	123	2023	Hefei
D2656	123.3333333	2023	Wuhan
D1038	68.86	2022	Hangzhou
D1038	69.1	2022	Hefei
D1038	68.16	2022	Wuhan
D1038	71	2023	Hangzhou
D1038	88.2	2023	Hefei
D1038	68.66666667	2023	Wuhan
D1929	107	2022	Hangzhou
D1929	117.5	2022	Hefei
D1929	108	2022	Wuhan
D1929	111.3333333	2023	Hangzhou
D1929	118.5	2023	Hefei
D1929	117.3333333	2023	Wuhan
D2522	112.8	2022	Hangzhou
D2522	106	2022	Hefei
D2522	112	2022	Wuhan
D2522	125	2023	Hangzhou
D2522	120.2	2023	Hefei
D2522	115	2023	Wuhan
D3234	116.6	2022	Hangzhou
D3234	104.4	2022	Hefei
D3234	104.4	2022	Wuhan
D3234	100.3333333	2023	Hangzhou
D3234	113.8	2023	Hefei
D3234	96.66666667	2023	Wuhan
D88	91.78	2022	Hangzhou
D88	101.2	2022	Hefei
D88	98.3	2022	Wuhan
D88	85.33333333	2023	Hangzhou
D88	100.1	2023	Hefei
D88	78.33333333	2023	Wuhan
D1445	79.64	2022	Hangzhou
D1445	72.8	2022	Hefei
D1445	83.52	2022	Wuhan
D1445	80.66666667	2023	Hangzhou
D1445	86.2	2023	Hefei
D1445	80.36666667	2023	Wuhan
D1417	88.28	2022	Hangzhou
D1417	90.9	2022	Hefei
D1417	83.36	2022	Wuhan
D1417	82.66666667	2023	Hangzhou
D1417	92.5	2023	Hefei
D1417	79.66666667	2023	Wuhan
D1949	85	2022	Hangzhou
D1949	103.6	2022	Hefei
D1949	95.9	2022	Wuhan
D1949	90.33333333	2023	Hangzhou
D1949	123.8	2023	Hefei
D1949	93.66666667	2023	Wuhan
D1723	78.2	2022	Hangzhou
D1723	83.3	2022	Hefei
D1723	85.1	2022	Wuhan
D1723	86.33333333	2023	Hangzhou
D1723	94.1	2023	Hefei
D1723	89.33333333	2023	Wuhan
D1842	85.2	2022	Hangzhou
D1842	100.4	2022	Hefei
D1842	87.2	2022	Wuhan
D1842	98	2023	Hangzhou
D1842	104.1	2023	Hefei
D1842	94.33333333	2023	Wuhan
D1396	86.42	2022	Hangzhou
D1396	91.3	2022	Hefei
D1396	82.2	2022	Wuhan
D1396	85.33333333	2023	Hangzhou
D1396	101	2023	Hefei
D1396	85.46666667	2023	Wuhan
D2726	118.8	2022	Hangzhou
D2726	116.3	2022	Hefei
D2726	116	2022	Wuhan
D2726	119.3333333	2023	Hangzhou
D2726	131.4	2023	Hefei
D2726	107.3333333	2023	Wuhan
D2015	180.6	2022	Hangzhou
D2015	194.7	2022	Hefei
D2015	185.7	2022	Wuhan
D2015	184.6666667	2023	Hangzhou
D2015	186.8	2023	Hefei
D2015	177.6666667	2023	Wuhan
D2048	131.4	2022	Hangzhou
D2048	143.9	2022	Hefei
D2048	128	2022	Wuhan
D2048	129.3333333	2023	Hangzhou
D2048	142.4	2023	Hefei
D2048	126.3333333	2023	Wuhan
D691	87.82	2022	Hangzhou
D691	96.6	2022	Hefei
D691	87.3	2022	Wuhan
D691	98	2023	Hangzhou
D691	96.6	2023	Hefei
D691	80	2023	Wuhan
D205	89.56	2022	Hangzhou
D205	90.9	2022	Hefei
D205	77.52	2022	Wuhan
D205	87	2023	Hangzhou
D205	96.1	2023	Hefei
D205	76.66666667	2023	Wuhan
D3267	114.4	2022	Hangzhou
D3267	114.8	2022	Hefei
D3267	106.7	2022	Wuhan
D3267	108	2023	Hangzhou
D3267	119.1	2023	Hefei
D3267	105.6666667	2023	Wuhan
D1784	79.4	2022	Hangzhou
D1784	90.4	2022	Hefei
D1784	80.4	2022	Wuhan
D1784	89.66666667	2023	Hangzhou
D1784	95.2	2023	Hefei
D1784	86.66666667	2023	Wuhan
D2852	143	2022	Hangzhou
D2852	128	2022	Hefei
D2852	110.8	2022	Wuhan
D2852	139.3333333	2023	Hangzhou
D2852	127.6	2023	Hefei
D2852	112.5	2023	Wuhan
D1913	115.8	2022	Hangzhou
D1913	111.7	2022	Hefei
D1913	104.9	2022	Wuhan
D1913	110.3333333	2023	Hangzhou
D1913	115.9	2023	Hefei
D1913	122	2023	Wuhan
D3195	111	2022	Hangzhou
D3195	110.5	2022	Hefei
D3195	106.9	2022	Wuhan
D3195	106	2023	Hangzhou
D3195	115.2	2023	Hefei
D3195	99.66666667	2023	Wuhan
D2949	124.4	2022	Hangzhou
D2949	121.4	2022	Hefei
D2949	120.8	2022	Wuhan
D2949	119	2023	Hangzhou
D2949	124.5	2023	Hefei
D2949	113.6666667	2023	Wuhan
D3347	114	2022	Hangzhou
D3347	115.9	2022	Hefei
D3347	116.6	2022	Wuhan
D3347	113.6666667	2023	Hangzhou
D3347	126.8	2023	Hefei
D3347	107.3333333	2023	Wuhan
D3049	118.6	2022	Hangzhou
D3049	104.6	2022	Hefei
D3049	115.5	2022	Wuhan
D3049	107	2023	Hangzhou
D3049	116.8	2023	Hefei
D3049	95.66666667	2023	Wuhan
D3344	122	2022	Hangzhou
D3344	114.1	2022	Hefei
D3344	110.8	2022	Wuhan
D3344	117.6666667	2023	Hangzhou
D3344	124.5	2023	Hefei
D3344	113.6666667	2023	Wuhan
D3829	109.2	2022	Hangzhou
D3829	108.9	2022	Hefei
D3829	121	2022	Wuhan
D3829	122	2023	Hangzhou
D3829	126.8	2023	Hefei
D3829	109	2023	Wuhan
D722	82.28	2022	Hangzhou
D722	81.1	2022	Hefei
D722	79.16	2022	Wuhan
D722	90.5	2023	Hangzhou
D722	83.5	2023	Hefei
D722	67.66666667	2023	Wuhan
D3061	118.8	2022	Hangzhou
D3061	119	2022	Hefei
D3061	126	2022	Wuhan
D3061	124	2023	Hangzhou
D3061	128.4	2023	Hefei
D3061	108.3333333	2023	Wuhan
D2760	114.9	2022	Hangzhou
D2760	111.8	2022	Hefei
D2760	114.7	2022	Wuhan
D2760	109.6666667	2023	Hangzhou
D2760	118	2023	Hefei
D2760	114.6666667	2023	Wuhan
D3304	121	2022	Hangzhou
D3304	106.9	2022	Hefei
D3304	105.2	2022	Wuhan
D3304	102	2023	Hangzhou
D3304	118	2023	Hefei
D3304	102	2023	Wuhan
D3310	121.8	2022	Hangzhou
D3310	116.4	2022	Hefei
D3310	124	2022	Wuhan
D3310	108.3333333	2023	Hangzhou
D3310	122.8	2023	Hefei
D3310	105.5	2023	Wuhan
D1021	73.16	2022	Hangzhou
D1021	66.6	2022	Hefei
D1021	63.5	2022	Wuhan
D1021	72.33333333	2023	Hangzhou
D1021	94.4	2023	Hefei
D1021	67	2023	Wuhan
D1264	101.56	2022	Hangzhou
D1264	109.9	2022	Hefei
D1264	94.88	2022	Wuhan
D1264	95.66666667	2023	Hangzhou
D1264	112.4	2023	Hefei
D1264	92.66666667	2023	Wuhan
D3003	116.4	2022	Hangzhou
D3003	110.8	2022	Hefei
D3003	108.2	2022	Wuhan
D3003	103.3333333	2023	Hangzhou
D3003	122.1	2023	Hefei
D3003	107.3333333	2023	Wuhan
D2007	156.8	2022	Hangzhou
D2007	167	2022	Hefei
D2007	165	2022	Wuhan
D2007	150.6666667	2023	Hangzhou
D2007	165.2	2023	Hefei
D2007	150	2023	Wuhan
D192	88.72	2022	Hangzhou
D192	93.8	2022	Hefei
D192	84.9	2022	Wuhan
D192	91.66666667	2023	Hangzhou
D192	93.4	2023	Hefei
D192	76	2023	Wuhan
D3169	90.4	2022	Hangzhou
D3169	88.5	2022	Hefei
D3169	87.3	2022	Wuhan
D3169	89.33333333	2023	Hangzhou
D3169	101.2	2023	Hefei
D3169	87.66666667	2023	Wuhan
D1728	80.02	2022	Hangzhou
D1728	79.9	2022	Hefei
D1728	86.5	2022	Wuhan
D1728	84	2023	Hangzhou
D1728	96.4	2023	Hefei
D1728	77.33333333	2023	Wuhan
D3005	121.2	2022	Hangzhou
D3005	112.7	2022	Hefei
D3005	112.2	2022	Wuhan
D3005	107.6666667	2023	Hangzhou
D3005	121.3	2023	Hefei
D3005	111.3333333	2023	Wuhan
D2818	121.6	2022	Hangzhou
D2818	116.6	2022	Hefei
D2818	112.2	2022	Wuhan
D2818	117	2023	Hangzhou
D2818	129.3	2023	Hefei
D2818	103.3333333	2023	Wuhan
D576	76.58	2022	Hangzhou
D576	85.8	2022	Hefei
D576	79.26	2022	Wuhan
D576	87	2023	Hangzhou
D576	88.2	2023	Hefei
D576	81.66666667	2023	Wuhan
D230	88.4	2022	Hangzhou
D230	91.9	2022	Hefei
D230	79.54	2022	Wuhan
D230	90.33333333	2023	Hangzhou
D230	95.9	2023	Hefei
D230	73.5	2023	Wuhan
D1039	82.98	2022	Hangzhou
D1039	86.1	2022	Hefei
D1039	79.24	2022	Wuhan
D1039	86.33333333	2023	Hangzhou
D1039	79.2	2023	Hefei
D1039	64	2023	Wuhan
D1516	83.54	2022	Hangzhou
D1516	88.1	2022	Hefei
D1516	83.54	2022	Wuhan
D1516	87.66666667	2023	Hangzhou
D1516	91.7	2023	Hefei
D1516	80.5	2023	Wuhan
D874	78.88	2022	Hangzhou
D874	86.6	2022	Hefei
D874	82.62	2022	Wuhan
D874	90.33333333	2023	Hangzhou
D874	91.2	2023	Hefei
D874	88	2023	Wuhan
D2221	80.4	2022	Hangzhou
D2221	92.6	2022	Hefei
D2221	84.6	2022	Wuhan
D2221	91	2023	Hangzhou
D2221	94.1	2023	Hefei
D2221	91.33333333	2023	Wuhan
D2333	135	2022	Hangzhou
D2333	131.5	2022	Hefei
D2333	135.7	2022	Wuhan
D2333	129.6666667	2023	Hangzhou
D2333	139.1	2023	Hefei
D2333	125	2023	Wuhan
D102	80.52	2022	Hangzhou
D102	75.1	2022	Hefei
D102	76.54	2022	Wuhan
D102	77.66666667	2023	Hangzhou
D102	81.3	2023	Hefei
D102	77	2023	Wuhan
D2364	135	2022	Hangzhou
D2364	131	2022	Hefei
D2364	127.1	2022	Wuhan
D2364	136	2023	Hangzhou
D2364	142.6	2023	Hefei
D2364	113.3333333	2023	Wuhan
D2846	142.8	2022	Hangzhou
D2846	136.7	2022	Hefei
D2846	112.5	2022	Wuhan
D2846	127.3333333	2023	Hangzhou
D2846	144.5	2023	Hefei
D2846	128.7	2023	Wuhan
D3210	110.8	2022	Hangzhou
D3210	108.7	2022	Hefei
D3210	97.5	2022	Wuhan
D3210	107	2023	Hangzhou
D3210	111.7	2023	Hefei
D3210	109.3333333	2023	Wuhan
D2590	131.6	2022	Hangzhou
D2590	125.8	2022	Hefei
D2590	125.94	2022	Wuhan
D2590	136	2023	Hangzhou
D2590	133.4	2023	Hefei
D2590	127.3333333	2023	Wuhan
D636	82.68	2022	Hangzhou
D636	87.5	2022	Hefei
D636	77.62	2022	Wuhan
D636	87.66666667	2023	Hangzhou
D636	89.5	2023	Hefei
D636	74	2023	Wuhan
D849	98.3	2022	Hangzhou
D849	100	2022	Hefei
D849	99.16	2022	Wuhan
D849	100	2023	Hangzhou
D849	103.4	2023	Hefei
D849	78.66666667	2023	Wuhan
D251	108	2022	Hangzhou
D251	120	2022	Hefei
D251	111.28	2022	Wuhan
D251	123	2023	Hangzhou
D251	123.2	2023	Hefei
D251	107.6666667	2023	Wuhan
D1386	85.34	2022	Hangzhou
D1386	88.5	2022	Hefei
D1386	84.2	2022	Wuhan
D1386	86.33333333	2023	Hangzhou
D1386	99.5	2023	Hefei
D1386	81	2023	Wuhan
D1592	78.8	2022	Hangzhou
D1592	91.1	2022	Hefei
D1592	77.5	2022	Wuhan
D1592	78.66666667	2023	Hangzhou
D1592	92.1	2023	Hefei
D1592	73.33333333	2023	Wuhan
D188	101.98	2022	Hangzhou
D188	112.2	2022	Hefei
D188	91.52	2022	Wuhan
D188	97.66666667	2023	Hangzhou
D188	108.1	2023	Hefei
D188	85.33333333	2023	Wuhan
D3776	114.3	2022	Hangzhou
D3776	114	2022	Hefei
D3776	117.3	2022	Wuhan
D3776	111	2023	Hangzhou
D3776	123.9	2023	Hefei
D3776	93.33333333	2023	Wuhan
D2728	130.7	2022	Hangzhou
D2728	125.7	2022	Hefei
D2728	125.3	2022	Wuhan
D2728	125.3333333	2023	Hangzhou
D2728	129.3	2023	Hefei
D2728	121.6666667	2023	Wuhan
D1607	82.2	2022	Hangzhou
D1607	89	2022	Hefei
D1607	74.7	2022	Wuhan
D1607	83	2023	Hangzhou
D1607	98.9	2023	Hefei
D1607	78.33333333	2023	Wuhan
D3790	114.8	2022	Hangzhou
D3790	113.3	2022	Hefei
D3790	113.1	2022	Wuhan
D3790	120	2023	Hangzhou
D3790	126.1	2023	Hefei
D3790	115	2023	Wuhan
D1111	82.28	2022	Hangzhou
D1111	86.3	2022	Hefei
D1111	83.9	2022	Wuhan
D1111	88.33333333	2023	Hangzhou
D1111	94.7	2023	Hefei
D1111	79	2023	Wuhan
D3324	111.2	2022	Hangzhou
D3324	111.8	2022	Hefei
D3324	115	2022	Wuhan
D3324	119.6666667	2023	Hangzhou
D3324	128.9	2023	Hefei
D3324	101.6666667	2023	Wuhan
D3754	117.3	2022	Hangzhou
D3754	113.2	2022	Hefei
D3754	110.8	2022	Wuhan
D3754	111.3333333	2023	Hangzhou
D3754	123.8	2023	Hefei
D3754	108.6666667	2023	Wuhan
D1898	79	2022	Hangzhou
D1898	90.3	2022	Hefei
D1898	89.5	2022	Wuhan
D1898	92	2023	Hangzhou
D1898	95.2	2023	Hefei
D1898	91	2023	Wuhan
D3771	124.7	2022	Hangzhou
D3771	117.9	2022	Hefei
D3771	118.7	2022	Wuhan
D3771	117.6666667	2023	Hangzhou
D3771	134.5	2023	Hefei
D3771	110	2023	Wuhan
D2988	116.5	2022	Hangzhou
D2988	115.3	2022	Hefei
D2988	111.8	2022	Wuhan
D2988	104.6666667	2023	Hangzhou
D2988	114.1	2023	Hefei
D2988	101.6666667	2023	Wuhan
D2004	143.6	2022	Hangzhou
D2004	152.4	2022	Hefei
D2004	144	2022	Wuhan
D2004	141	2023	Hangzhou
D2004	152.7	2023	Hefei
D2004	133.6666667	2023	Wuhan
D1856	81.4	2022	Hangzhou
D1856	102.6	2022	Hefei
D1856	88.1	2022	Wuhan
D1856	87	2023	Hangzhou
D1856	101.7	2023	Hefei
D1856	91.33333333	2023	Wuhan
D2041	137.6	2022	Hangzhou
D2041	125.2	2022	Hefei
D2041	125.1	2022	Wuhan
D2041	131.3333333	2023	Hangzhou
D2041	105.2	2023	Hefei
D2041	131.6666667	2023	Wuhan
D24	69.78	2022	Hangzhou
D24	72.3	2022	Hefei
D24	82.08	2022	Wuhan
D24	72	2023	Hangzhou
D24	75.4	2023	Hefei
D24	75.5	2023	Wuhan
D480	88.98	2022	Hangzhou
D480	101.6	2022	Hefei
D480	80.34	2022	Wuhan
D480	97.66666667	2023	Hangzhou
D480	98.1	2023	Hefei
D480	89	2023	Wuhan
D2511	117	2022	Hangzhou
D2511	114.4	2022	Hefei
D2511	113.4	2022	Wuhan
D2511	113.3333333	2023	Hangzhou
D2511	122.8	2023	Hefei
D2511	109.6666667	2023	Wuhan
D3	68.88	2022	Hangzhou
D3	81.5	2022	Hefei
D3	70.26	2022	Wuhan
D3	85.33333333	2023	Hangzhou
D3	82.2	2023	Hefei
D3	71	2023	Wuhan
D529	93.4	2022	Hangzhou
D529	95.5	2022	Hefei
D529	77.24	2022	Wuhan
D529	85	2023	Hangzhou
D529	101.3	2023	Hefei
D529	72.66666667	2023	Wuhan
D1166	90.38	2022	Hangzhou
D1166	97.4	2022	Hefei
D1166	91.6	2022	Wuhan
D1166	98	2023	Hangzhou
D1166	105.7	2023	Hefei
D1166	88.33333333	2023	Wuhan
D3149	121	2022	Hangzhou
D3149	128.3	2022	Hefei
D3149	117.6	2022	Wuhan
D3149	117	2023	Hangzhou
D3149	132.2	2023	Hefei
D3149	120.6666667	2023	Wuhan
D1775	84.2	2022	Hangzhou
D1775	92.1	2022	Hefei
D1775	82.4	2022	Wuhan
D1775	88.33333333	2023	Hangzhou
D1775	97.1	2023	Hefei
D1775	80.33333333	2023	Wuhan
D202	79.84	2022	Hangzhou
D202	75.5	2022	Hefei
D202	72	2022	Wuhan
D202	82	2023	Hangzhou
D202	85.4	2023	Hefei
D202	71	2023	Wuhan
D737	91.58	2022	Hangzhou
D737	96.4	2022	Hefei
D737	87.3	2022	Wuhan
D737	105	2023	Hangzhou
D737	102.6	2023	Hefei
D737	62.66666667	2023	Wuhan
D2574	129.4	2022	Hangzhou
D2574	123.9	2022	Hefei
D2574	111.74	2022	Wuhan
D2574	121	2023	Hangzhou
D2574	126.4	2023	Hefei
D2574	123	2023	Wuhan
D3207	119	2022	Hangzhou
D3207	112.1	2022	Hefei
D3207	108.8	2022	Wuhan
D3207	122	2023	Hangzhou
D3207	125.8	2023	Hefei
D3207	113	2023	Wuhan
D1743	82.22	2022	Hangzhou
D1743	86.9	2022	Hefei
D1743	86.1	2022	Wuhan
D1743	89	2023	Hangzhou
D1743	100.2	2023	Hefei
D1743	80.66666667	2023	Wuhan
D3602	105.6	2022	Hangzhou
D3602	101.4	2022	Hefei
D3602	98.4	2022	Wuhan
D3602	101	2023	Hangzhou
D3602	91.5	2023	Hefei
D3602	96.33333333	2023	Wuhan
D3318	126.4	2022	Hangzhou
D3318	121.8	2022	Hefei
D3318	133.2	2022	Wuhan
D3318	124.3333333	2023	Hangzhou
D3318	126.8	2023	Hefei
D3318	111.6666667	2023	Wuhan
D2226	90.4	2022	Hangzhou
D2226	95.2	2022	Hefei
D2226	89	2022	Wuhan
D2226	93.33333333	2023	Hangzhou
D2226	111.8	2023	Hefei
D2226	99	2023	Wuhan
D1563	75.14	2022	Hangzhou
D1563	77.5	2022	Hefei
D1563	83.4	2022	Wuhan
D1563	83	2023	Hangzhou
D1563	83.6	2023	Hefei
D1563	70.33333333	2023	Wuhan
D3579	96.8	2022	Hangzhou
D3579	86.9	2022	Hefei
D3579	83.5	2022	Wuhan
D3579	93	2023	Hangzhou
D3579	96	2023	Hefei
D3579	85.33333333	2023	Wuhan
D1873	84.6	2022	Hangzhou
D1873	100.9	2022	Hefei
D1873	95	2022	Wuhan
D1873	89.66666667	2023	Hangzhou
D1873	169.1	2023	Hefei
D1873	91	2023	Wuhan
D1508	84.32	2022	Hangzhou
D1508	84.1	2022	Hefei
